"txnID","date","cust","prod","qty","unitcost","country","repID"
1099,"10/12/2022","Plaxus Medical","Proxinostat",700,2.23,"Canada",119
1100,"6/14/2023","Adipiscing Mauris Inc.","Bhiktarvizem",200,3.87,"USA",203
1101,"6/3/2022","Proin Dolor Institut","Proxinostat",1100,2.23,"Germany",221
1102,"3/14/2020","Lorem Luctus","Xinoprozen",800,2.82,"USA",332
1103,"4/22/2021","At Pretium LLC","Alaraphosol",900,0.92,"USA",332
1104,"7/16/2023","Barma Krankenhausgesellschaft","Clobromizen",200,1.44,"Austria",655
1105,"12/8/2023","Adipiscing Mauris Inc.","Presterone",900,1.09,"USA",203
1106,"4/13/2021","Adipiscing Mauris Inc.","Xipralofen",600,4.76,"USA",203
1107,"10/7/2020","Plaxus Medical","Clobromizen",500,1.44,"Canada",119
1108,"3/12/2023","Lorem Luctus","Bhiktarvizem",200,3.87,"USA",332
1109,"5/15/2022","Nisl Quisque","Xipralofen",1700,4.76,"Brazil",887
1110,"7/22/2022","Adipiscing Mauris Inc.","Colophrazen",400,1.23,"USA",203
1111,"8/21/2023","Plaxus Medical","Proxinostat",400,2.23,"Canada",119
1112,"11/15/2023","Barma Krankenhausgesellschaft","Proxinostat",1700,2.23,"Austria",655
1113,"4/3/2020","Eastern Hospital Group","Xipralofen",1500,4.76,"USA",119
1114,"4/10/2023","Vitae Risus Incorporated","Bhiktarvizem",1700,3.87,"USA",203
1115,"11/7/2020","Pain Management Center","Colophrazen",200,1.23,"USA",332
1116,"3/25/2022","Lorem Luctus","Xipramin",1400,0.72,"USA",332
1117,"4/14/2022","Enim PC","Presterone",1700,1.09,"USA",203
1118,"4/8/2020","Lorem Luctus","Bhiktarvizem",900,3.87,"USA",332
1119,"2/14/2021","Adipiscing Mauris Inc.","Clobromizen",900,1.44,"USA",203
1120,"9/11/2022","Eleifend GMBH","Alaraphosol",1900,0.92,"Germany",100
1121,"6/3/2021","Varius Plc","Diaprogenix",800,0.04,"Brazil",887
1122,"5/17/2021","At Pretium LLC","Zalofen",1700,39,"USA",332
1123,"7/11/2020","Proin Dolor Institut","Clobromizen",1300,1.44,"Germany",221
1124,"3/27/2020","Varius Plc","Xipralofen",300,4.76,"Brazil",887
1125,"12/2/2021","Pain Management Center","Presterone",400,1.09,"USA",332
1126,"5/26/2022","Enim PC","Clobromizen",700,1.44,"USA",203
1127,"7/7/2022","Erat Pharma","Proxinostat",1100,2.23,"Germany",100
1128,"6/23/2022","Eastern Hospital Group","Bhiktarvizem",1700,3.87,"USA",119
1129,"2/17/2021","At Pretium LLC","Bhiktarvizem",300,3.87,"USA",332
1130,"4/2/2023","Pain Management Center","Bhiktarvizem",700,3.87,"USA",332
1131,"10/9/2023","Proin Dolor Institut","Alaraphosol",1000,0.92,"Germany",221
1132,"11/20/2022","Proin Dolor Institut","Zalofen",1100,39,"Germany",221
1133,"11/10/2023","Eleifend GMBH","Alaraphosol",200,0.92,"Germany",100
1134,"2/23/2020","Luctus Aliquet Plc","Alaraphosol",1300,0.92,"Brazil",887
1135,"10/28/2020","At Pretium LLC","Colophrazen",1000,1.23,"USA",332
1136,"7/20/2022","Adipiscing Mauris Inc.","Gerantrazeophem",800,1.87,"USA",203
1137,"9/3/2021","Eleifend GMBH","Colophrazen",600,1.23,"Germany",100
1138,"5/9/2021","Enim PC","Proxinostat",800,2.23,"USA",203
1139,"6/8/2020","Eleifend GMBH","Clobromizen",1300,1.44,"Germany",100
1140,"11/2/2022","Varius Plc","Presterone",1000,1.09,"Brazil",887
1141,"7/12/2023","Luctus Aliquet Plc","Zalofen",1400,39,"Brazil",887
1142,"2/2/2023","Plaxus Medical","Clobromizen",1500,1.44,"Canada",119
1143,"5/8/2022","Barma Krankenhausgesellschaft","Clobromizen",400,1.44,"Austria",655
1144,"6/6/2023","Eu Dolor Companie","Gerantrazeophem",1100,1.87,"Ecuador",887
1145,"2/2/2023","Erat Pharma","Proxinostat",1400,2.23,"Germany",100
1146,"2/5/2022","Lorem Luctus","Proxinostat",900,2.23,"USA",332
1147,"9/6/2023","Eu Dolor Companie","Proxinostat",300,2.23,"Ecuador",887
1148,"11/18/2020","Eastern Hospital Group","Xipramin",1000,0.72,"USA",119
1149,"11/24/2023","Luctus Aliquet Plc","Presterone",1100,1.09,"Brazil",887
1150,"9/8/2020","Luctus Aliquet Plc","Proxinostat",1600,2.23,"Brazil",887
1151,"10/21/2022","Proin Dolor Institut","Diaprogenix",1300,0.04,"Germany",221
1152,"7/2/2022","Eastern Hospital Group","Diaprogenix",800,0.04,"USA",119
1153,"5/11/2021","Varius Plc","Bhiktarvizem",1000,3.87,"Brazil",887
1154,"6/11/2020","Eu Dolor Companie","Presterone",1100,1.09,"Ecuador",887
1155,"5/13/2020","Pain Management Center","Bhiktarvizem",1200,3.87,"USA",332
1156,"9/13/2022","Eastern Hospital Group","Clobromizen",400,1.44,"USA",119
1157,"11/2/2021","Adipiscing Mauris Inc.","Proxinostat",700,2.23,"USA",203
1158,"1/25/2020","Plaxus Medical","Clobromizen",1400,1.44,"Canada",119
1159,"9/18/2022","At Pretium LLC","Bhiktarvizem",300,3.87,"USA",332
1160,"2/5/2020","Eleifend GMBH","Clobromizen",1900,1.44,"Germany",100
1161,"6/5/2022","Varius Plc","Xipramin",700,0.72,"Brazil",887
1162,"12/3/2021","Proin Dolor Institut","Clobromizen",700,1.44,"Germany",221
1163,"6/18/2021","Eleifend GMBH","Colophrazen",1200,1.23,"Germany",100
1164,"6/8/2022","Adipiscing Mauris Inc.","Gerantrazeophem",1300,1.87,"USA",203
1165,"3/25/2023","Barma Krankenhausgesellschaft","Xipramin",1800,0.72,"Austria",655
1166,"11/20/2023","Adipiscing Mauris Inc.","Zalofen",1200,39,"USA",203
1167,"2/7/2021","Luctus Aliquet Plc","Clobromizen",1600,1.44,"Brazil",887
1168,"4/7/2021","Eleifend GMBH","Clobromizen",200,1.44,"Germany",100
1169,"1/20/2022","Proin Dolor Institut","Clobromizen",700,1.44,"Germany",221
1170,"5/10/2020","Pain Management Center","Alaraphosol",1300,0.92,"USA",332
1171,"11/19/2022","Vitae Risus Incorporated","Xipramin",1800,0.72,"USA",203
1172,"5/12/2020","Saude Universal","Diaprogenix",1500,0.04,"Brazil",887
1173,"10/15/2021","Vitae Risus Incorporated","Clobromizen",1600,1.44,"USA",203
1174,"5/4/2021","At Pretium LLC","Proxinostat",500,2.23,"USA",332
1175,"9/8/2021","Lorem Luctus","Clobromizen",1400,1.44,"USA",332
1176,"11/2/2021","Eleifend GMBH","Bhiktarvizem",300,3.87,"Germany",100
1177,"3/13/2021","Enim PC","Diaprogenix",1400,0.04,"USA",203
1178,"9/11/2023","Plaxus Medical","Clobromizen",600,1.44,"Canada",119
1179,"3/11/2023","Eu Dolor Companie","Zalofen",1900,39,"Ecuador",887
1180,"11/1/2022","Luctus Aliquet Plc","Xinoprozen",1000,2.82,"Brazil",887
1181,"7/11/2020","Varius Plc","Xipramin",300,0.72,"Brazil",887
1182,"11/12/2021","Plaxus Medical","Xinoprozen",400,2.82,"Canada",119
1183,"7/24/2021","Enim PC","Presterone",1000,1.09,"USA",203
1184,"11/5/2021","Varius Plc","Proxinostat",1700,2.23,"Brazil",887
1185,"5/14/2022","Adipiscing Mauris Inc.","Diaprogenix",1500,0.04,"USA",203
1186,"4/27/2023","At Pretium LLC","Gerantrazeophem",400,1.87,"USA",332
1187,"5/15/2023","Nisl Quisque","Presterone",900,1.09,"Brazil",887
1188,"2/8/2022","Plaxus Medical","Alaraphosol",1600,0.92,"Canada",119
1189,"4/15/2023","Proin Dolor Institut","Diaprogenix",1600,0.04,"Germany",221
1190,"6/12/2023","Enim PC","Alaraphosol",1900,0.92,"USA",203
1191,"2/22/2020","Luctus Aliquet Plc","Proxinostat",900,2.23,"Brazil",887
1192,"7/17/2022","Barma Krankenhausgesellschaft","Diaprogenix",1900,0.04,"Austria",655
1193,"11/12/2023","Enim PC","Clobromizen",500,1.44,"USA",203
1194,"9/13/2023","Nisl Quisque","Proxinostat",1000,2.23,"Brazil",887
1195,"1/8/2022","Adipiscing Mauris Inc.","Colophrazen",1400,1.23,"USA",203
1196,"7/16/2022","Nisl Quisque","Diaprogenix",1300,0.04,"Brazil",887
1197,"11/22/2022","Vitae Risus Incorporated","Gerantrazeophem",1900,1.87,"USA",203
1198,"6/24/2022","Eu Dolor Companie","Presterone",200,1.09,"Ecuador",887
1199,"9/2/2022","Pain Management Center","Colophrazen",1800,1.23,"USA",332
1200,"2/18/2021","Eastern Hospital Group","Colophrazen",900,1.23,"USA",119
1201,"10/12/2023","At Pretium LLC","Proxinostat",1200,2.23,"USA",332
1202,"2/28/2020","Eu Dolor Companie","Bhiktarvizem",300,3.87,"Ecuador",887
1203,"11/6/2022","Pain Management Center","Gerantrazeophem",300,1.87,"USA",332
1204,"12/7/2021","Varius Plc","Gerantrazeophem",300,1.87,"Brazil",887
1205,"10/11/2021","At Pretium LLC","Zalofen",1800,39,"USA",332
1206,"4/22/2022","Pain Management Center","Xinoprozen",1500,2.82,"USA",332
1207,"1/5/2023","Plaxus Medical","Gerantrazeophem",1800,1.87,"Canada",119
1208,"12/23/2022","Pain Management Center","Proxinostat",300,2.23,"USA",332
1209,"3/16/2023","Lorem Luctus","Xipramin",300,0.72,"USA",332
1210,"4/11/2020","Proin Dolor Institut","Xipramin",1000,0.72,"Germany",221
1211,"5/6/2021","Adipiscing Mauris Inc.","Presterone",1600,1.09,"USA",203
1212,"1/14/2020","Pain Management Center","Gerantrazeophem",1500,1.87,"USA",332
1213,"8/4/2022","Plaxus Medical","Xipramin",1000,0.72,"Canada",119
1214,"3/28/2023","Eleifend GMBH","Diaprogenix",1800,0.04,"Germany",100
1215,"11/10/2023","Eu Dolor Companie","Presterone",200,1.09,"Ecuador",887
1216,"3/12/2021","Varius Plc","Proxinostat",1200,2.23,"Brazil",887
1217,"5/3/2023","Varius Plc","Proxinostat",500,2.23,"Brazil",887
1218,"7/26/2021","Vitae Risus Incorporated","Diaprogenix",1000,0.04,"USA",203
1219,"2/27/2021","Barma Krankenhausgesellschaft","Gerantrazeophem",800,1.87,"Austria",655
1220,"8/4/2022","Lorem Luctus","Diaprogenix",1100,0.04,"USA",332
1221,"11/17/2022","Eu Dolor Companie","Colophrazen",400,1.23,"Ecuador",887
1222,"4/10/2021","Plaxus Medical","Diaprogenix",1800,0.04,"Canada",119
1223,"2/9/2021","Vitae Risus Incorporated","Presterone",1600,1.09,"USA",203
1224,"12/3/2020","Lorem Luctus","Diaprogenix",1500,0.04,"USA",332
1225,"2/13/2020","Eleifend GMBH","Gerantrazeophem",900,1.87,"Germany",100
1226,"11/14/2021","Proin Dolor Institut","Gerantrazeophem",1300,1.87,"Germany",221
1227,"6/22/2022","Eastern Hospital Group","Zalofen",100,39,"USA",119
1228,"5/25/2023","Eu Dolor Companie","Clobromizen",1300,1.44,"Ecuador",887
1229,"8/5/2021","Varius Plc","Proxinostat",1500,2.23,"Brazil",887
1230,"5/26/2023","Vitae Risus Incorporated","Clobromizen",500,1.44,"USA",203
1231,"7/5/2021","Nisl Quisque","Proxinostat",2000,2.23,"Brazil",887
1232,"3/22/2021","Lorem Luctus","Presterone",1700,1.09,"USA",332
1233,"1/23/2023","At Pretium LLC","Gerantrazeophem",900,1.87,"USA",332
1234,"8/20/2021","Adipiscing Mauris Inc.","Alaraphosol",1700,0.92,"USA",203
1235,"2/23/2020","Eleifend GMBH","Clobromizen",400,1.44,"Germany",100
1236,"11/17/2022","Luctus Aliquet Plc","Bhiktarvizem",300,3.87,"Brazil",887
1237,"7/24/2022","Proin Dolor Institut","Gerantrazeophem",200,1.87,"Germany",221
1238,"3/24/2022","Luctus Aliquet Plc","Diaprogenix",1100,0.04,"Brazil",887
1239,"1/18/2023","Erat Pharma","Colophrazen",1000,1.23,"Germany",100
1240,"8/2/2021","Varius Plc","Diaprogenix",800,0.04,"Brazil",887
1241,"11/7/2022","Eleifend GMBH","Bhiktarvizem",1800,3.87,"Germany",100
1242,"5/6/2021","Enim PC","Proxinostat",400,2.23,"USA",203
1243,"4/19/2021","Plaxus Medical","Xinoprozen",600,2.82,"Canada",119
1244,"2/2/2021","Nisl Quisque","Clobromizen",1300,1.44,"Brazil",887
1245,"1/6/2020","Enim PC","Gerantrazeophem",1900,1.87,"USA",203
1246,"6/8/2021","Luctus Aliquet Plc","Clobromizen",1100,1.44,"Brazil",887
1247,"8/13/2020","Enim PC","Xinoprozen",900,2.82,"USA",203
1248,"3/21/2022","Eastern Hospital Group","Xipramin",1900,0.72,"USA",119
1249,"7/15/2022","Adipiscing Mauris Inc.","Clobromizen",1900,1.44,"USA",203
1250,"6/21/2020","Eastern Hospital Group","Proxinostat",1000,2.23,"USA",119
1251,"1/19/2022","Enim PC","Zalofen",1000,39,"USA",203
1252,"8/2/2023","Pain Management Center","Xinoprozen",900,2.82,"USA",332
1253,"11/11/2022","At Pretium LLC","Xipramin",300,0.72,"USA",332
1254,"4/5/2020","Erat Pharma","Clobromizen",500,1.44,"Germany",100
1255,"2/8/2022","Erat Pharma","Colophrazen",500,1.23,"Germany",100
1256,"4/19/2021","Enim PC","Presterone",1900,1.09,"USA",203
1257,"7/4/2021","Barma Krankenhausgesellschaft","Proxinostat",900,2.23,"Austria",655
1258,"11/7/2023","At Pretium LLC","Diaprogenix",600,0.04,"USA",332
1259,"7/19/2020","Erat Pharma","Colophrazen",1000,1.23,"Germany",100
1260,"11/5/2022","Adipiscing Mauris Inc.","Alaraphosol",1900,0.92,"USA",203
1261,"8/9/2020","Barma Krankenhausgesellschaft","Xipramin",500,0.72,"Austria",655
1262,"11/19/2021","Saude Universal","Zalofen",1900,39,"Brazil",887
1263,"11/25/2021","Adipiscing Mauris Inc.","Clobromizen",700,1.44,"USA",203
1264,"5/12/2021","Enim PC","Clobromizen",1200,1.44,"USA",203
1265,"9/27/2022","Nisl Quisque","Zalofen",700,39,"Brazil",887
1266,"10/7/2022","Luctus Aliquet Plc","Xinoprozen",1700,2.82,"Brazil",887
1267,"3/1/2021","At Pretium LLC","Diaprogenix",1800,0.04,"USA",332
1268,"4/15/2023","Pain Management Center","Zalofen",900,39,"USA",332
1269,"10/24/2022","Plaxus Medical","Gerantrazeophem",200,1.87,"Canada",119
1270,"10/3/2021","At Pretium LLC","Proxinostat",200,2.23,"USA",332
1271,"5/15/2022","At Pretium LLC","Clobromizen",800,1.44,"USA",332
1272,"7/4/2022","Proin Dolor Institut","Presterone",400,1.09,"Germany",221
1273,"3/10/2023","Enim PC","Diaprogenix",700,0.04,"USA",203
1274,"6/23/2022","Barma Krankenhausgesellschaft","Diaprogenix",1700,0.04,"Austria",655
1275,"10/9/2021","Varius Plc","Alaraphosol",1700,0.92,"Brazil",887
1276,"7/3/2023","Proin Dolor Institut","Bhiktarvizem",1700,3.87,"Germany",221
1277,"9/18/2022","Adipiscing Mauris Inc.","Gerantrazeophem",1800,1.87,"USA",203
1278,"9/24/2022","Eu Dolor Companie","Proxinostat",1600,2.23,"Ecuador",887
1279,"7/13/2022","Vitae Risus Incorporated","Bhiktarvizem",600,3.87,"USA",203
1280,"4/27/2022","At Pretium LLC","Colophrazen",1600,1.23,"USA",332
1281,"2/23/2021","Enim PC","Alaraphosol",1100,0.92,"USA",203
1282,"9/6/2023","Enim PC","Gerantrazeophem",500,1.87,"USA",203
1283,"11/14/2021","Lorem Luctus","Xinoprozen",600,2.82,"USA",332
1284,"10/20/2021","Enim PC","Gerantrazeophem",600,1.87,"USA",203
1285,"11/20/2021","Luctus Aliquet Plc","Xipramin",500,0.72,"Brazil",887
1286,"3/12/2020","Vitae Risus Incorporated","Presterone",1300,1.09,"USA",203
1287,"2/7/2020","Plaxus Medical","Alaraphosol",1500,0.92,"Canada",119
1288,"11/19/2022","Eu Dolor Companie","Xipralofen",800,4.76,"Ecuador",887
1289,"3/9/2022","Adipiscing Mauris Inc.","Alaraphosol",900,0.92,"USA",203
1290,"6/11/2023","Varius Plc","Colophrazen",400,1.23,"Brazil",887
1291,"7/3/2020","Barma Krankenhausgesellschaft","Colophrazen",1000,1.23,"Austria",655
1292,"5/5/2020","Adipiscing Mauris Inc.","Proxinostat",1600,2.23,"USA",203
1293,"9/5/2023","Eastern Hospital Group","Gerantrazeophem",1500,1.87,"USA",119
1294,"7/28/2023","Nisl Quisque","Clobromizen",1300,1.44,"Brazil",887
1295,"11/16/2022","Lorem Luctus","Clobromizen",300,1.44,"USA",332
1296,"2/12/2022","Lorem Luctus","Bhiktarvizem",1300,3.87,"USA",332
1297,"5/28/2022","Vitae Risus Incorporated","Clobromizen",1200,1.44,"USA",203
1298,"6/13/2021","Proin Dolor Institut","Proxinostat",1900,2.23,"Germany",221
1299,"5/24/2021","Proin Dolor Institut","Xipramin",1000,0.72,"Germany",221
1300,"11/8/2021","Barma Krankenhausgesellschaft","Gerantrazeophem",2000,1.87,"Austria",655
1301,"8/16/2021","Varius Plc","Proxinostat",500,2.23,"Brazil",887
1302,"7/2/2023","Saude Universal","Xipralofen",200,4.76,"Brazil",887
1303,"5/7/2022","Luctus Aliquet Plc","Zalofen",700,39,"Brazil",887
1304,"3/6/2023","Adipiscing Mauris Inc.","Presterone",1900,1.09,"USA",203
1305,"7/10/2021","Lorem Luctus","Gerantrazeophem",1800,1.87,"USA",332
1306,"10/20/2021","Barma Krankenhausgesellschaft","Clobromizen",1400,1.44,"Austria",655
1307,"10/19/2021","Lorem Luctus","Xinoprozen",800,2.82,"USA",332
1308,"11/1/2022","Plaxus Medical","Bhiktarvizem",1800,3.87,"Canada",119
1309,"5/22/2020","Varius Plc","Xipramin",400,0.72,"Brazil",887
1310,"3/9/2021","Barma Krankenhausgesellschaft","Diaprogenix",400,0.04,"Austria",655
1311,"3/12/2021","Eu Dolor Companie","Clobromizen",1700,1.44,"Ecuador",887
1312,"11/28/2022","Enim PC","Gerantrazeophem",400,1.87,"USA",203
1313,"6/9/2020","Adipiscing Mauris Inc.","Bhiktarvizem",200,3.87,"USA",203
1314,"3/10/2021","Varius Plc","Presterone",1400,1.09,"Brazil",887
1315,"5/1/2022","Adipiscing Mauris Inc.","Xipralofen",800,4.76,"USA",203
1316,"5/10/2023","Lorem Luctus","Bhiktarvizem",400,3.87,"USA",332
1317,"3/23/2022","Vitae Risus Incorporated","Proxinostat",200,2.23,"USA",203
1318,"5/9/2020","Eastern Hospital Group","Clobromizen",300,1.44,"USA",119
1319,"11/8/2022","Enim PC","Colophrazen",200,1.23,"USA",203
1320,"6/20/2021","Enim PC","Clobromizen",400,1.44,"USA",203
1321,"10/15/2022","At Pretium LLC","Colophrazen",1400,1.23,"USA",332
1322,"2/21/2020","Nisl Quisque","Colophrazen",100,1.23,"Brazil",887
1323,"6/19/2021","Plaxus Medical","Zalofen",800,39,"Canada",119
1324,"8/1/2022","Pain Management Center","Xipralofen",400,4.76,"USA",332
1325,"7/17/2022","Proin Dolor Institut","Alaraphosol",300,0.92,"Germany",221
1326,"11/25/2021","Varius Plc","Proxinostat",1000,2.23,"Brazil",887
1327,"3/24/2021","Proin Dolor Institut","Diaprogenix",300,0.04,"Germany",221
1328,"9/10/2021","Eastern Hospital Group","Presterone",300,1.09,"USA",119
1329,"11/10/2023","Varius Plc","Colophrazen",1800,1.23,"Brazil",887
1330,"11/24/2022","Barma Krankenhausgesellschaft","Diaprogenix",2000,0.04,"Austria",655
1331,"8/8/2022","Eastern Hospital Group","Presterone",900,1.09,"USA",119
1332,"8/20/2021","Vitae Risus Incorporated","Clobromizen",1700,1.44,"USA",203
