"txnID","date","cust","prod","qty","unitcost","country","repID"
1026,"10/1/2022","Proin Dolor Institut","Xinoprozen",1200,2.82,"Germany",221
1027,"3/15/2020","Lorem Luctus","Proxinostat",400,2.23,"USA",332
1028,"5/4/2023","Eastern Hospital Group","Alaraphosol",1500,0.92,"USA",119
1029,"6/1/2023","Erat Pharma","Diaprogenix",1600,0.04,"Germany",100
1030,"9/27/2021","Eastern Hospital Group","Xipralofen",600,4.76,"USA",119
1031,"8/7/2021","Adipiscing Mauris Inc.","Colophrazen",600,1.23,"USA",203
1032,"4/21/2021","Eu Dolor Companie","Presterone",300,1.09,"Ecuador",887
1033,"10/12/2023","Saude Universal","Alaraphosol",1200,0.92,"Brazil",887
1034,"4/24/2021","Eleifend GMBH","Presterone",2000,1.09,"Germany",100
1035,"9/10/2021","Enim PC","Xinoprozen",800,2.82,"USA",203
1036,"2/4/2023","At Pretium LLC","Alaraphosol",700,0.92,"USA",332
1037,"6/11/2023","Saude Universal","Xinoprozen",200,2.82,"Brazil",887
1038,"11/10/2022","Proin Dolor Institut","Proxinostat",1300,2.23,"Germany",221
1039,"5/3/2022","Vitae Risus Incorporated","Diaprogenix",2000,0.04,"USA",203
1040,"12/18/2021","Barma Krankenhausgesellschaft","Bhiktarvizem",1000,3.87,"Austria",655
1041,"4/18/2022","Pain Management Center","Proxinostat",900,2.23,"USA",332
1042,"5/21/2022","Plaxus Medical","Diaprogenix",1500,0.04,"Canada",119
1043,"2/15/2020","Nisl Quisque","Gerantrazeophem",300,1.87,"Brazil",887
1044,"4/16/2022","Lorem Luctus","Bhiktarvizem",1300,3.87,"USA",332
1045,"2/24/2021","Adipiscing Mauris Inc.","Colophrazen",1300,1.23,"USA",203
1046,"3/7/2021","Eu Dolor Companie","Colophrazen",600,1.23,"Ecuador",887
1047,"7/16/2022","Eleifend GMBH","Presterone",500,1.09,"Germany",100
1048,"6/8/2021","Plaxus Medical","Zalofen",200,39,"Canada",119
1049,"4/27/2023","Pain Management Center","Xipramin",1800,0.72,"USA",332
1050,"9/26/2022","At Pretium LLC","Presterone",900,1.09,"USA",332
1051,"9/11/2022","Plaxus Medical","Xipramin",800,0.72,"Canada",119
1052,"3/21/2022","Barma Krankenhausgesellschaft","Colophrazen",300,1.23,"Austria",655
1053,"12/9/2023","Enim PC","Gerantrazeophem",1800,1.87,"USA",203
1054,"4/8/2022","Nisl Quisque","Zalofen",600,39,"Brazil",887
1055,"6/1/2020","Saude Universal","Xipralofen",500,4.76,"Brazil",887
1056,"5/16/2021","Lorem Luctus","Xinoprozen",1800,2.82,"USA",332
1057,"9/21/2022","Vitae Risus Incorporated","Xipramin",1800,0.72,"USA",203
1058,"5/22/2022","Barma Krankenhausgesellschaft","Gerantrazeophem",700,1.87,"Austria",655
1059,"2/17/2022","Nisl Quisque","Xipramin",1700,0.72,"Brazil",887
1060,"4/26/2021","Eastern Hospital Group","Zalofen",1500,39,"USA",119
1061,"1/3/2021","Plaxus Medical","Bhiktarvizem",300,3.87,"Canada",119
1062,"6/17/2022","Vitae Risus Incorporated","Presterone",2000,1.09,"USA",203
1063,"1/25/2023","Erat Pharma","Bhiktarvizem",1800,3.87,"Germany",100
1064,"12/9/2021","Proin Dolor Institut","Gerantrazeophem",1200,1.87,"Germany",221
1065,"2/1/2021","Lorem Luctus","Clobromizen",800,1.44,"USA",332
1066,"11/9/2023","Saude Universal","Diaprogenix",1400,0.04,"Brazil",887
1067,"8/9/2022","Plaxus Medical","Xipralofen",1200,4.76,"Canada",119
1068,"10/9/2020","Enim PC","Colophrazen",1500,1.23,"USA",203
1069,"3/10/2021","Luctus Aliquet Plc","Bhiktarvizem",1800,3.87,"Brazil",887
1070,"10/27/2022","Plaxus Medical","Gerantrazeophem",1200,1.87,"Canada",119
1071,"9/22/2023","Barma Krankenhausgesellschaft","Gerantrazeophem",200,1.87,"Austria",655
1072,"7/15/2021","Proin Dolor Institut","Proxinostat",300,2.23,"Germany",221
1073,"11/5/2021","Proin Dolor Institut","Proxinostat",300,2.23,"Germany",221
1074,"4/8/2021","Adipiscing Mauris Inc.","Presterone",100,1.09,"USA",203
1075,"12/23/2020","Lorem Luctus","Presterone",200,1.09,"USA",332
1076,"10/23/2021","Lorem Luctus","Colophrazen",2000,1.23,"USA",332
1077,"10/25/2021","Eu Dolor Companie","Presterone",1900,1.09,"Ecuador",887
1078,"9/23/2021","Lorem Luctus","Diaprogenix",1700,0.04,"USA",332
1079,"8/28/2023","Pain Management Center","Proxinostat",500,2.23,"USA",332
1080,"10/4/2021","Varius Plc","Gerantrazeophem",1600,1.87,"Brazil",887
1081,"11/22/2021","Pain Management Center","Clobromizen",1200,1.44,"USA",332
1082,"9/21/2022","Vitae Risus Incorporated","Xipramin",700,0.72,"USA",203
1083,"6/25/2021","Enim PC","Colophrazen",200,1.23,"USA",203
1084,"9/3/2023","Vitae Risus Incorporated","Clobromizen",500,1.44,"USA",203
1085,"1/20/2020","Barma Krankenhausgesellschaft","Proxinostat",1400,2.23,"Austria",655
1086,"5/19/2022","Barma Krankenhausgesellschaft","Zalofen",500,39,"Austria",655
1087,"4/3/2021","Pain Management Center","Colophrazen",1300,1.23,"USA",332
1088,"6/8/2021","Luctus Aliquet Plc","Alaraphosol",1400,0.92,"Brazil",887
1089,"2/1/2021","Pain Management Center","Presterone",200,1.09,"USA",332
1090,"7/9/2021","Lorem Luctus","Clobromizen",1900,1.44,"USA",332
1091,"2/10/2022","Pain Management Center","Bhiktarvizem",1600,3.87,"USA",332
1092,"9/27/2021","Luctus Aliquet Plc","Presterone",200,1.09,"Brazil",887
1093,"3/15/2023","Pain Management Center","Zalofen",300,39,"USA",332
1094,"4/6/2021","At Pretium LLC","Zalofen",1300,39,"USA",332
1095,"1/9/2023","Varius Plc","Xinoprozen",1900,2.82,"Brazil",887
1096,"2/27/2022","Proin Dolor Institut","Diaprogenix",1100,0.04,"Germany",221
1097,"6/16/2021","Eleifend GMBH","Zalofen",700,39,"Germany",100
1098,"11/26/2022","Enim PC","Xipralofen",100,4.76,"USA",203
1099,"9/26/2023","Barma Krankenhausgesellschaft","Presterone",1900,1.09,"Austria",655
1100,"2/2/2021","Erat Pharma","Xipramin",1400,0.72,"Germany",100
1101,"5/14/2023","Adipiscing Mauris Inc.","Xinoprozen",1600,2.82,"USA",203
1102,"2/22/2022","Varius Plc","Alaraphosol",700,0.92,"Brazil",887
1103,"11/6/2023","Eleifend GMBH","Zalofen",1900,39,"Germany",100
1104,"9/8/2022","Adipiscing Mauris Inc.","Xipralofen",800,4.76,"USA",203
1105,"1/27/2022","Enim PC","Gerantrazeophem",600,1.87,"USA",203
1106,"5/12/2022","Proin Dolor Institut","Clobromizen",1500,1.44,"Germany",221
1107,"3/23/2023","Varius Plc","Clobromizen",800,1.44,"Brazil",887
1108,"11/2/2020","Luctus Aliquet Plc","Gerantrazeophem",1400,1.87,"Brazil",887
1109,"3/16/2022","Saude Universal","Clobromizen",600,1.44,"Brazil",887
1110,"9/6/2022","Eleifend GMBH","Clobromizen",300,1.44,"Germany",100
1111,"2/18/2023","Proin Dolor Institut","Bhiktarvizem",1900,3.87,"Germany",221
1112,"9/28/2021","Plaxus Medical","Alaraphosol",1500,0.92,"Canada",119
1113,"11/19/2022","Plaxus Medical","Alaraphosol",500,0.92,"Canada",119
1114,"8/26/2021","Pain Management Center","Diaprogenix",1900,0.04,"USA",332
1115,"11/18/2020","Eu Dolor Companie","Xipralofen",1300,4.76,"Ecuador",887
1116,"5/27/2022","Plaxus Medical","Colophrazen",300,1.23,"Canada",119
1117,"10/11/2021","Adipiscing Mauris Inc.","Gerantrazeophem",1600,1.87,"USA",203
1118,"4/23/2023","Eastern Hospital Group","Gerantrazeophem",700,1.87,"USA",119
1119,"11/4/2022","Saude Universal","Zalofen",1700,39,"Brazil",887
1120,"6/9/2021","Erat Pharma","Xipralofen",1900,4.76,"Germany",100
1121,"9/20/2021","Varius Plc","Colophrazen",200,1.23,"Brazil",887
1122,"6/23/2021","At Pretium LLC","Bhiktarvizem",1900,3.87,"USA",332
1123,"12/20/2020","Enim PC","Alaraphosol",1100,0.92,"USA",203
1124,"2/3/2020","Eastern Hospital Group","Proxinostat",1800,2.23,"USA",119
1125,"11/14/2020","Proin Dolor Institut","Bhiktarvizem",600,3.87,"Germany",221
1126,"8/1/2020","Lorem Luctus","Alaraphosol",1600,0.92,"USA",332
1127,"8/17/2022","Eastern Hospital Group","Colophrazen",500,1.23,"USA",119
1128,"1/25/2020","At Pretium LLC","Diaprogenix",1700,0.04,"USA",332
1129,"2/22/2021","Eleifend GMBH","Diaprogenix",400,0.04,"Germany",100
1130,"7/9/2022","Varius Plc","Bhiktarvizem",1700,3.87,"Brazil",887
1131,"8/2/2021","Luctus Aliquet Plc","Diaprogenix",1700,0.04,"Brazil",887
1132,"3/20/2021","Enim PC","Xinoprozen",1600,2.82,"USA",203
1133,"7/19/2021","At Pretium LLC","Gerantrazeophem",1700,1.87,"USA",332
1134,"5/5/2022","Erat Pharma","Clobromizen",1500,1.44,"Germany",100
1135,"7/13/2021","Plaxus Medical","Bhiktarvizem",900,3.87,"Canada",119
1136,"3/24/2021","Eu Dolor Companie","Xinoprozen",1000,2.82,"Ecuador",887
1137,"6/3/2021","Vitae Risus Incorporated","Presterone",300,1.09,"USA",203
1138,"5/22/2022","Barma Krankenhausgesellschaft","Gerantrazeophem",600,1.87,"Austria",655
1139,"4/18/2020","Barma Krankenhausgesellschaft","Presterone",700,1.09,"Austria",655
1140,"6/12/2022","Erat Pharma","Bhiktarvizem",1200,3.87,"Germany",100
1141,"7/2/2023","Eu Dolor Companie","Clobromizen",1200,1.44,"Ecuador",887
1142,"4/6/2021","Lorem Luctus","Xipralofen",1000,4.76,"USA",332
1143,"6/18/2021","Nisl Quisque","Proxinostat",1200,2.23,"Brazil",887
1144,"2/17/2022","Barma Krankenhausgesellschaft","Presterone",1500,1.09,"Austria",655
1145,"6/13/2022","Eleifend GMBH","Presterone",1900,1.09,"Germany",100
1146,"7/22/2021","Eleifend GMBH","Xipramin",2000,0.72,"Germany",100
1147,"8/10/2020","Barma Krankenhausgesellschaft","Xipralofen",200,4.76,"Austria",655
1148,"5/16/2022","Eu Dolor Companie","Presterone",1100,1.09,"Ecuador",887
1149,"10/18/2020","Barma Krankenhausgesellschaft","Zalofen",1200,39,"Austria",655
1150,"9/18/2022","Pain Management Center","Colophrazen",900,1.23,"USA",332
1151,"12/13/2023","Barma Krankenhausgesellschaft","Colophrazen",1600,1.23,"Austria",655
1152,"7/17/2022","Proin Dolor Institut","Proxinostat",1700,2.23,"Germany",221
1153,"1/6/2022","Vitae Risus Incorporated","Colophrazen",1600,1.23,"USA",203
1154,"9/3/2022","Eu Dolor Companie","Colophrazen",200,1.23,"Ecuador",887
1155,"7/12/2023","Eu Dolor Companie","Diaprogenix",600,0.04,"Ecuador",887
1156,"7/21/2023","Barma Krankenhausgesellschaft","Zalofen",200,39,"Austria",655
1157,"12/13/2021","Enim PC","Alaraphosol",900,0.92,"USA",203
1158,"4/16/2022","Saude Universal","Colophrazen",1300,1.23,"Brazil",887
1159,"8/20/2022","Barma Krankenhausgesellschaft","Clobromizen",1100,1.44,"Austria",655
1160,"10/6/2020","Erat Pharma","Clobromizen",500,1.44,"Germany",100
1161,"7/11/2021","Eastern Hospital Group","Presterone",1100,1.09,"USA",119
1162,"4/28/2020","Barma Krankenhausgesellschaft","Presterone",1200,1.09,"Austria",655
1163,"3/16/2020","At Pretium LLC","Colophrazen",300,1.23,"USA",332
1164,"12/24/2021","Enim PC","Alaraphosol",1500,0.92,"USA",203
1165,"1/4/2022","Plaxus Medical","Bhiktarvizem",500,3.87,"Canada",119
1166,"5/7/2020","Lorem Luctus","Gerantrazeophem",1400,1.87,"USA",332
1167,"8/19/2022","Nisl Quisque","Clobromizen",1500,1.44,"Brazil",887
1168,"4/13/2021","Erat Pharma","Bhiktarvizem",1500,3.87,"Germany",100
1169,"10/20/2022","Enim PC","Diaprogenix",2000,0.04,"USA",203
1170,"8/1/2023","Eu Dolor Companie","Alaraphosol",200,0.92,"Ecuador",887
1171,"5/13/2022","Pain Management Center","Colophrazen",1200,1.23,"USA",332
1172,"3/16/2021","Adipiscing Mauris Inc.","Xinoprozen",1200,2.82,"USA",203
1173,"10/25/2022","Enim PC","Gerantrazeophem",300,1.87,"USA",203
1174,"4/5/2022","At Pretium LLC","Diaprogenix",1000,0.04,"USA",332
1175,"3/25/2022","Pain Management Center","Xinoprozen",200,2.82,"USA",332
1176,"7/12/2021","Eleifend GMBH","Presterone",1000,1.09,"Germany",100
1177,"8/7/2020","Barma Krankenhausgesellschaft","Clobromizen",1100,1.44,"Austria",655
1178,"2/4/2021","Eleifend GMBH","Colophrazen",1000,1.23,"Germany",100
1179,"3/16/2022","Luctus Aliquet Plc","Diaprogenix",900,0.04,"Brazil",887
1180,"10/25/2022","Lorem Luctus","Xipramin",1800,0.72,"USA",332
1181,"7/24/2021","Eu Dolor Companie","Xipramin",1800,0.72,"Ecuador",887
1182,"6/3/2023","Lorem Luctus","Clobromizen",400,1.44,"USA",332
1183,"12/6/2021","Proin Dolor Institut","Clobromizen",900,1.44,"Germany",221
1184,"3/3/2021","Vitae Risus Incorporated","Presterone",800,1.09,"USA",203
1185,"2/19/2022","Plaxus Medical","Alaraphosol",300,0.92,"Canada",119
1186,"7/4/2023","Adipiscing Mauris Inc.","Clobromizen",1800,1.44,"USA",203
1187,"7/7/2022","Erat Pharma","Alaraphosol",900,0.92,"Germany",100
1188,"10/1/2021","Lorem Luctus","Alaraphosol",1200,0.92,"USA",332
1189,"4/3/2022","Pain Management Center","Xipramin",1500,0.72,"USA",332
1190,"8/13/2022","Lorem Luctus","Clobromizen",900,1.44,"USA",332
1191,"12/18/2023","Plaxus Medical","Colophrazen",300,1.23,"Canada",119
1192,"9/12/2022","Enim PC","Gerantrazeophem",1600,1.87,"USA",203
1193,"4/23/2023","Barma Krankenhausgesellschaft","Proxinostat",1900,2.23,"Austria",655
1194,"3/23/2022","Pain Management Center","Colophrazen",200,1.23,"USA",332
1195,"2/21/2020","At Pretium LLC","Xinoprozen",1700,2.82,"USA",332
1196,"7/17/2022","Luctus Aliquet Plc","Clobromizen",1200,1.44,"Brazil",887
1197,"3/20/2022","Pain Management Center","Xinoprozen",2000,2.82,"USA",332
1198,"1/6/2022","Proin Dolor Institut","Xinoprozen",1800,2.82,"Germany",221
1199,"5/9/2021","Pain Management Center","Presterone",1100,1.09,"USA",332
1200,"5/21/2023","Erat Pharma","Xinoprozen",1700,2.82,"Germany",100
1201,"12/20/2022","Varius Plc","Colophrazen",700,1.23,"Brazil",887
1202,"6/26/2021","Eastern Hospital Group","Xipramin",700,0.72,"USA",119
1203,"2/22/2022","Pain Management Center","Proxinostat",1900,2.23,"USA",332
1204,"4/10/2022","Saude Universal","Zalofen",700,39,"Brazil",887
1205,"6/15/2021","Varius Plc","Presterone",1800,1.09,"Brazil",887
1206,"4/7/2021","Eleifend GMBH","Colophrazen",1700,1.23,"Germany",100
1207,"8/22/2022","Eastern Hospital Group","Zalofen",1600,39,"USA",119
1208,"11/18/2021","Lorem Luctus","Zalofen",200,39,"USA",332
1209,"2/26/2021","Luctus Aliquet Plc","Clobromizen",500,1.44,"Brazil",887
1210,"4/17/2021","Erat Pharma","Bhiktarvizem",1700,3.87,"Germany",100
1211,"5/8/2023","Nisl Quisque","Proxinostat",1700,2.23,"Brazil",887
1212,"12/11/2021","Lorem Luctus","Presterone",1700,1.09,"USA",332
1213,"9/20/2022","Enim PC","Gerantrazeophem",900,1.87,"USA",203
1214,"5/16/2022","Barma Krankenhausgesellschaft","Presterone",1400,1.09,"Austria",655
1215,"2/11/2022","Lorem Luctus","Bhiktarvizem",600,3.87,"USA",332
1216,"5/11/2022","Lorem Luctus","Xipralofen",1600,4.76,"USA",332
1217,"8/16/2022","Luctus Aliquet Plc","Xipralofen",900,4.76,"Brazil",887
1218,"5/24/2021","Eu Dolor Companie","Proxinostat",1000,2.23,"Ecuador",887
1219,"1/20/2021","Barma Krankenhausgesellschaft","Diaprogenix",100,0.04,"Austria",655
1220,"3/20/2020","Eleifend GMBH","Proxinostat",1900,2.23,"Germany",100
1221,"7/3/2023","At Pretium LLC","Proxinostat",800,2.23,"USA",332
1222,"8/7/2023","Enim PC","Clobromizen",300,1.44,"USA",203
1223,"6/10/2020","Varius Plc","Zalofen",500,39,"Brazil",887
1224,"3/8/2022","Lorem Luctus","Clobromizen",1300,1.44,"USA",332
1225,"1/24/2022","Varius Plc","Clobromizen",300,1.44,"Brazil",887
1226,"2/5/2021","Vitae Risus Incorporated","Colophrazen",2000,1.23,"USA",203
1227,"9/9/2020","Nisl Quisque","Proxinostat",500,2.23,"Brazil",887
1228,"8/5/2020","Nisl Quisque","Xipramin",1100,0.72,"Brazil",887
1229,"3/25/2023","Varius Plc","Proxinostat",1500,2.23,"Brazil",887
1230,"5/2/2022","Saude Universal","Colophrazen",600,1.23,"Brazil",887
1231,"4/14/2023","Varius Plc","Proxinostat",500,2.23,"Brazil",887
1232,"10/25/2021","Vitae Risus Incorporated","Alaraphosol",900,0.92,"USA",203
1233,"1/22/2021","Lorem Luctus","Xipralofen",1200,4.76,"USA",332
1234,"5/13/2020","At Pretium LLC","Xinoprozen",1400,2.82,"USA",332
1235,"10/6/2023","Luctus Aliquet Plc","Alaraphosol",500,0.92,"Brazil",887
1236,"6/27/2023","Pain Management Center","Colophrazen",600,1.23,"USA",332
1237,"2/10/2023","Varius Plc","Zalofen",1700,39,"Brazil",887
1238,"7/25/2021","Barma Krankenhausgesellschaft","Gerantrazeophem",600,1.87,"Austria",655
1239,"2/20/2022","Eastern Hospital Group","Clobromizen",1300,1.44,"USA",119
1240,"7/12/2021","Nisl Quisque","Alaraphosol",1900,0.92,"Brazil",887
1241,"3/22/2020","Nisl Quisque","Diaprogenix",2000,0.04,"Brazil",887
1242,"2/16/2021","Eu Dolor Companie","Alaraphosol",300,0.92,"Ecuador",887
1243,"4/18/2021","At Pretium LLC","Zalofen",1400,39,"USA",332
1244,"3/16/2021","Eu Dolor Companie","Zalofen",500,39,"Ecuador",887
1245,"2/22/2022","Luctus Aliquet Plc","Colophrazen",600,1.23,"Brazil",887
1246,"11/12/2022","Enim PC","Presterone",300,1.09,"USA",203
1247,"1/1/2023","Enim PC","Presterone",400,1.09,"USA",203
1248,"3/22/2021","Vitae Risus Incorporated","Colophrazen",1900,1.23,"USA",203
1249,"9/4/2020","Enim PC","Xipramin",1200,0.72,"USA",203
1250,"4/18/2022","Eleifend GMBH","Clobromizen",200,1.44,"Germany",100
1251,"2/25/2023","Enim PC","Proxinostat",200,2.23,"USA",203
1252,"1/26/2022","Erat Pharma","Zalofen",1500,39,"Germany",100
1253,"6/26/2020","Eastern Hospital Group","Bhiktarvizem",800,3.87,"USA",119
1254,"5/27/2021","Eu Dolor Companie","Presterone",500,1.09,"Ecuador",887
1255,"6/20/2020","At Pretium LLC","Presterone",1700,1.09,"USA",332
1256,"7/23/2021","Luctus Aliquet Plc","Zalofen",2000,39,"Brazil",887
1257,"2/18/2022","Plaxus Medical","Presterone",800,1.09,"Canada",119
1258,"5/14/2022","Lorem Luctus","Colophrazen",100,1.23,"USA",332
1259,"3/9/2022","Varius Plc","Diaprogenix",800,0.04,"Brazil",887
1260,"5/17/2021","Lorem Luctus","Gerantrazeophem",1200,1.87,"USA",332
1261,"4/15/2023","Plaxus Medical","Colophrazen",900,1.23,"Canada",119
1262,"9/2/2020","Luctus Aliquet Plc","Gerantrazeophem",1200,1.87,"Brazil",887
1263,"10/7/2021","Proin Dolor Institut","Clobromizen",700,1.44,"Germany",221
1264,"5/19/2023","Adipiscing Mauris Inc.","Xipramin",800,0.72,"USA",203
1265,"5/6/2023","Vitae Risus Incorporated","Xinoprozen",300,2.82,"USA",203
1266,"9/13/2021","Eu Dolor Companie","Presterone",1400,1.09,"Ecuador",887
1267,"7/18/2022","At Pretium LLC","Clobromizen",1800,1.44,"USA",332
1268,"4/7/2020","Vitae Risus Incorporated","Alaraphosol",1400,0.92,"USA",203
1269,"10/8/2023","Lorem Luctus","Colophrazen",1200,1.23,"USA",332
1270,"9/19/2021","Eastern Hospital Group","Xipramin",1700,0.72,"USA",119
1271,"2/18/2023","Eleifend GMBH","Proxinostat",1800,2.23,"Germany",100
1272,"5/3/2021","Luctus Aliquet Plc","Clobromizen",1300,1.44,"Brazil",887
1273,"11/23/2021","Eu Dolor Companie","Colophrazen",1200,1.23,"Ecuador",887
1274,"4/10/2022","Barma Krankenhausgesellschaft","Xinoprozen",200,2.82,"Austria",655
1275,"10/16/2022","Proin Dolor Institut","Clobromizen",1500,1.44,"Germany",221
1276,"11/9/2022","Varius Plc","Bhiktarvizem",1000,3.87,"Brazil",887
1277,"1/5/2021","Pain Management Center","Xinoprozen",1100,2.82,"USA",332
1278,"6/21/2022","Eleifend GMBH","Diaprogenix",1900,0.04,"Germany",100
1279,"7/23/2020","Eu Dolor Companie","Zalofen",1000,39,"Ecuador",887
1280,"9/17/2021","Barma Krankenhausgesellschaft","Alaraphosol",1100,0.92,"Austria",655
1281,"8/5/2022","Adipiscing Mauris Inc.","Gerantrazeophem",300,1.87,"USA",203
1282,"9/26/2021","At Pretium LLC","Alaraphosol",900,0.92,"USA",332
1283,"3/2/2020","At Pretium LLC","Presterone",1100,1.09,"USA",332
1284,"11/12/2020","Eleifend GMBH","Gerantrazeophem",600,1.87,"Germany",100
1285,"2/27/2021","Plaxus Medical","Colophrazen",800,1.23,"Canada",119
1286,"8/12/2021","Adipiscing Mauris Inc.","Presterone",1200,1.09,"USA",203
1287,"10/19/2020","Vitae Risus Incorporated","Xinoprozen",1500,2.82,"USA",203
1288,"3/24/2022","At Pretium LLC","Zalofen",1500,39,"USA",332
1289,"8/12/2022","At Pretium LLC","Bhiktarvizem",1700,3.87,"USA",332
1290,"4/5/2023","Lorem Luctus","Presterone",1100,1.09,"USA",332
1291,"10/24/2021","Nisl Quisque","Bhiktarvizem",400,3.87,"Brazil",887
1292,"9/4/2021","Eastern Hospital Group","Bhiktarvizem",2000,3.87,"USA",119
1293,"12/8/2021","Nisl Quisque","Zalofen",1500,39,"Brazil",887
1294,"10/10/2021","Luctus Aliquet Plc","Proxinostat",1300,2.23,"Brazil",887
1295,"2/3/2021","Barma Krankenhausgesellschaft","Colophrazen",200,1.23,"Austria",655
1296,"10/7/2021","Enim PC","Bhiktarvizem",1800,3.87,"USA",203
1297,"2/2/2020","Nisl Quisque","Xinoprozen",1100,2.82,"Brazil",887
1298,"4/27/2023","Eleifend GMBH","Alaraphosol",1900,0.92,"Germany",100
1299,"7/24/2023","Enim PC","Gerantrazeophem",1800,1.87,"USA",203
1300,"10/3/2021","Plaxus Medical","Zalofen",1600,39,"Canada",119
1301,"8/20/2021","Pain Management Center","Xinoprozen",1100,2.82,"USA",332
1302,"11/3/2022","Eastern Hospital Group","Gerantrazeophem",800,1.87,"USA",119
1303,"9/11/2021","Enim PC","Colophrazen",1100,1.23,"USA",203
1304,"4/8/2021","Luctus Aliquet Plc","Zalofen",1000,39,"Brazil",887
1305,"4/21/2021","At Pretium LLC","Xipramin",1000,0.72,"USA",332
1306,"3/20/2021","At Pretium LLC","Xipramin",1700,0.72,"USA",332
1307,"5/18/2021","Lorem Luctus","Zalofen",1400,39,"USA",332
1308,"4/21/2022","Lorem Luctus","Presterone",100,1.09,"USA",332
1309,"3/12/2020","Eleifend GMBH","Colophrazen",600,1.23,"Germany",100
1310,"5/10/2022","Plaxus Medical","Colophrazen",200,1.23,"Canada",119
1311,"6/11/2022","Eleifend GMBH","Xinoprozen",700,2.82,"Germany",100
1312,"7/4/2023","Eu Dolor Companie","Bhiktarvizem",500,3.87,"Ecuador",887
1313,"7/10/2022","Proin Dolor Institut","Colophrazen",1000,1.23,"Germany",221
1314,"2/18/2022","Nisl Quisque","Clobromizen",1700,1.44,"Brazil",887
1315,"2/23/2021","Saude Universal","Clobromizen",800,1.44,"Brazil",887
1316,"5/13/2021","Eastern Hospital Group","Xinoprozen",600,2.82,"USA",119
1317,"11/13/2023","Barma Krankenhausgesellschaft","Xipralofen",1300,4.76,"Austria",655
1318,"5/3/2023","Varius Plc","Diaprogenix",300,0.04,"Brazil",887
1319,"3/25/2023","Erat Pharma","Xipramin",200,0.72,"Germany",100
1320,"4/19/2021","Enim PC","Colophrazen",100,1.23,"USA",203
1321,"11/14/2021","Adipiscing Mauris Inc.","Xinoprozen",1400,2.82,"USA",203
1322,"10/23/2023","Luctus Aliquet Plc","Alaraphosol",1700,0.92,"Brazil",887
1323,"7/7/2021","Eleifend GMBH","Presterone",500,1.09,"Germany",100
1324,"4/14/2022","At Pretium LLC","Xipralofen",1700,4.76,"USA",332
1325,"3/27/2021","Lorem Luctus","Colophrazen",900,1.23,"USA",332
1326,"7/13/2021","At Pretium LLC","Bhiktarvizem",200,3.87,"USA",332
1327,"3/12/2022","Enim PC","Diaprogenix",800,0.04,"USA",203
1328,"11/10/2021","Lorem Luctus","Diaprogenix",1000,0.04,"USA",332
1329,"5/5/2021","Enim PC","Clobromizen",2000,1.44,"USA",203
1330,"6/7/2023","Eastern Hospital Group","Clobromizen",900,1.44,"USA",119
1331,"5/23/2021","Adipiscing Mauris Inc.","Presterone",700,1.09,"USA",203
1332,"2/9/2023","Eu Dolor Companie","Colophrazen",1900,1.23,"Ecuador",887
1333,"8/18/2021","Nisl Quisque","Alaraphosol",1800,0.92,"Brazil",887
